evaluation,PC1,PC2
556140,-1.4070409149509833,0.8160382205952221
556205,-1.407040921061428,0.8160324478730026
556270,-1.407042541220452,0.8160277493943888
556335,-1.4070506687294406,0.816013097366262
556419,-1.4092141003458287,0.815923401965183
556471,-1.4062466048812257,0.8152922351069585
556478,-1.4088645511848368,0.8140066118298154
556543,-1.4088703172460006,0.8139699632197804
556608,-1.4088728636335117,0.8139210022093324
556673,-1.4088735468763187,0.8138879801581703
556738,-1.4088781485042974,0.8138588761558815
556803,-1.4088819813249778,0.8138344909172969
556868,-1.408882106671726,0.8137949770121988
556933,-1.4088858799343604,0.8137547580452703
556998,-1.4088824720847037,0.813730981071395
557063,-1.4088830630992586,0.8136899189620268
557128,-1.4088829436607642,0.8136524671710805
557193,-1.4089307928007357,0.8136175954102796
557258,-1.4089761491655253,0.8135838970840734
557323,-1.4090230637787922,0.8135497100752236
557388,-1.40906944055087,0.8135159121711348
557526,-1.4214187436997965,0.8171446305470677
557528,-1.458466653146576,0.8280307856748667
557530,-1.5325624720401354,0.8498030959304645
611103,-1.541549534864267,0.8329568344597593
611104,-1.5421752468455414,0.8276181339529297
611107,-1.5418631491451769,0.8312226415598484
611172,-1.54194105603113,0.8312424733351524
611237,-1.542029341948724,0.8312258562375257
611296,-1.5496745762040218,0.8340899597429744
611350,-1.5505961469867844,0.8324569693537224
611353,-1.5516243871855566,0.8301704916140019
611356,-1.5522095989134272,0.8291465227679509
611407,-1.5668209795914774,0.8342925837595299
611411,-1.5671345938723875,0.8325583908596188
611417,-1.5671475632965026,0.8347921623275057
611421,-1.567700820510158,0.8346642078104433
611486,-1.5677019113730726,0.8346636306168355
611551,-1.5677074092526309,0.8346618427474697
611616,-1.5677265987418711,0.8346650554104654
611746,-1.5677479383750301,0.8346609322092109
611876,-1.5677579662070722,0.8346658126402966
611985,-1.5679182378039795,0.8329401053310697
611991,-1.5695316897306224,0.8296296587452981
611993,-1.5664092499063904,0.8318597957950825
612000,-1.5702416590262485,0.8374088946586826
612003,-1.5670508952266557,0.8331436212003495
612043,-1.5698615399715066,0.8345456804433127
612057,-1.5707413808901867,0.8349173044942259
612059,-1.5705190290945505,0.833003790510397
612072,-1.5713045477528997,0.8340094374540702
612133,-1.5715044228185795,0.8338352404740436
612198,-1.571504736028349,0.8338101948467819
612263,-1.5715306454660622,0.8338159382155346
612328,-1.5715634976616002,0.8338161727395496
612368,-1.5727511123890943,0.8330504123339648
612372,-1.5733043696027496,0.8329224578169022
612374,-1.5730820178071128,0.8310089438330733
612439,-1.5730816821084923,0.830995517880217
612504,-1.573086899475993,0.830991068338217
612569,-1.5730948753791882,0.830986791971001
612634,-1.5731027973229228,0.8309825442581625
612699,-1.5731106674062711,0.8309783243239353
612764,-1.5731184833488963,0.8309741328961349
612829,-1.5731262515576654,0.8309699675272562
612894,-1.5731330333246494,0.8309660027011405
612955,-1.571760524519888,0.8313823124623577
612966,-1.5740708748786054,0.8306425536038354
613027,-1.5743096375380978,0.8307479039408083
613090,-1.574361623627769,0.8307071214308228
613152,-1.5743790306223493,0.8303698887730251
613277,-1.5750003053215282,0.8303438492694979
613339,-1.5750598415763972,0.8303640599842088
613404,-1.575069328759679,0.8303621548682886
613466,-1.5751064906369294,0.8303232907187132
613531,-1.5751101478445981,0.83031816320564
613596,-1.5751131629845707,0.8303167774493476
613661,-1.57512160084585,0.830291595734978
613726,-1.5751282471159855,0.8302816952931997
613791,-1.575132593018339,0.8302822524587242
613856,-1.57516434373027,0.8302768535899158
613984,-1.5752697052760152,0.8296855979977924
614013,-1.5783529128654803,0.8080008969356129
614075,-1.575809587061613,0.8100035341077864
614136,-1.5763257738743204,0.8116685689964241
614167,-1.5764753029282446,0.8208479004612037
614307,-1.5888246060771711,0.8244766188371367
614309,-1.625872515523951,0.8353627739649356
614311,-1.6999683344175105,0.8571350842205334
689172,-1.6553424955901548,0.7873550504354053
689177,-1.654090108879641,0.7873243177829946
689217,-1.657292918608879,0.7859102167568478
689231,-1.6586115491908768,0.7876690846815805
689236,-1.6573598606430833,0.7876430096942292
689260,-1.6680639788431295,0.7834842413821814
689264,-1.6683775931240394,0.7817500484822704
689265,-1.6670312213453076,0.7828323030963125
689323,-1.6704223676070942,0.7774466540580826
689324,-1.6690759958283627,0.778528908672125
689389,-1.669086428774884,0.7785081945723012
689448,-1.669793936469043,0.7735521099422344
689500,-1.6694771568043936,0.7741719058759245
689509,-1.6695891875412665,0.7736413937276126
689527,-1.6709201645857872,0.773635662886682
689562,-1.6733365199999393,0.7721204281810725
689563,-1.6719901482212078,0.7732026827951151
689567,-1.673134936455902,0.7733241089326718
689632,-1.6731395280597414,0.7733206104757692
689694,-1.6732975854641583,0.7733055607693393
689759,-1.6733217843299146,0.7732906871414783
689824,-1.6733438504871456,0.7733026709145814
689889,-1.6733523653431464,0.7732924277140624
